% surf1x	surf1y	T (K)
-12.90306122	0.259259259	317.8759089
-12.81122449	0.259259259	318.0281361
-12.71938776	0.259259259	318.1803633
-12.62755102	0.259259259	318.3260119
-12.53571429	0.259259259	318.4651155
-12.44387755	0.259259259	318.6042192
-12.35204082	0.259259259	318.7433229
-12.26020408	0.259259259	318.8824266
-12.16836735	0.259259259	319.0215302
-12.07653061	0.259259259	319.1606339
-11.98469388	0.259259259	319.2997376
-11.89285714	0.259259259	319.4388412
-11.80102041	0.259259259	319.5779449
-11.70918367	0.259259259	319.7170486
-11.61734694	0.259259259	319.8561523
-11.5255102	0.259259259	319.9952559
-11.43367347	0.259259259	320.1343596
-11.34183673	0.259259259	320.2764394
-11.25	0.259259259	320.4307773
-11.15816327	0.259259259	320.5851152
-11.06632653	0.259259259	320.7394531
-10.9744898	0.259259259	320.8401026
-10.88265306	0.259259259	320.9335566
-10.79081633	0.259259259	321.0270106
-10.69897959	0.259259259	321.1204645
-10.60714286	0.259259259	321.2139185
-10.51530612	0.259259259	321.3073725
-10.42346939	0.259259259	321.4008265
-10.33163265	0.259259259	321.4942804
-10.23979592	0.259259259	321.5877344
-10.14795918	0.259259259	321.6811884
-10.05612245	0.259259259	321.7746424
-9.964285714	0.259259259	321.8680963
-9.87244898	0.259259259	321.9615503
-9.780612245	0.259259259	322.0503717
-9.68877551	0.259259259	322.1253025
-9.596938776	0.259259259	322.2002333
-9.505102041	0.259259259	322.2701582
-9.413265306	0.259259259	322.2647033
-9.321428571	0.259259259	322.2592483
-9.229591837	0.259259259	322.2537933
-9.137755102	0.259259259	322.2483384
-9.045918367	0.259259259	322.2428834
-8.954081633	0.259259259	322.2374284
-8.862244898	0.259259259	322.2319735
-8.770408163	0.259259259	322.2265185
-8.678571429	0.259259259	322.2210636
-8.586734694	0.259259259	322.2156086
-8.494897959	0.259259259	322.2101536
-8.403061224	0.259259259	322.2046987
-8.31122449	0.259259259	322.1544252
-8.219387755	0.259259259	322.0723015
-8.12755102	0.259259259	321.9901778
-8.035714286	0.259259259	321.9053314
-7.943877551	0.259259259	321.8148269
-7.852040816	0.259259259	321.7243225
-7.760204082	0.259259259	321.633818
-7.668367347	0.259259259	321.5433136
-7.576530612	0.259259259	321.4528091
-7.484693878	0.259259259	321.3623046
-7.392857143	0.259259259	321.2718002
-7.301020408	0.259259259	321.1812957
-7.209183673	0.259259259	321.0714908
-7.117346939	0.259259259	320.9379459
-7.025510204	0.259259259	320.804401
-6.933673469	0.259259259	320.6740121
